Date,Time,Conductivity,Temperature,Distance to vent,Water depth,Slope,Backscatter intensity,Chlorophyll,Dissolved O2 concentration,pH,Turbidity,Specific conductivity,Dissolved O2 saturation,Density anomaly,Site,Spherical sea cucumber total area,Anemone count,Red shrimp total area,Coral total area,Tubeworm total area,Thick sea cucumber total area,Red shrimp mean area,Thick sea cucumber count,Dead mussel total area,Williams galatheid crab count,Chiridota mean area,Spherical sea cucumber count,Mimic snail count,Anemone total area,Coral mean area,Tubeworm mean area,Thick sea cucumber mean area,Mussel mean area,Mimic snail mean area,Dead mussel count,Coral count,Red shrimp count,Mussel total area,Anemone mean area,Fish total area,Fish mean area,Fish count,Chiridota total area,Spherical sea cucumber mean area,Williams galatheid crab total area,Tubeworm count,Dead mussel mean area,Mimic snail total area,Mussel count,Chiridota count,Williams galatheid crab mean area
20250511,8:24:01,3.18678,2.8501,3.6,-1516.178833,4.468523979,-24.57425308,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001573,0,0,0,0,0,0,0,0,0,0.001573,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:24:09,3.18687,2.85,3.7,-1516.232178,4.726011276,-24.57425308,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001648,0,0,0,0,0,0,0,0,0,0.001648,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:24:17,3.18702,2.8536,3.8,-1516.251343,4.519304752,-24.58330154,0,0,0,0,0,0,0,Ice Valley,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0.00111,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:24:25,3.18789,2.8644,4,-1516.304932,4.712000847,-24.58330154,0,0,0,0,0,0,0,Ice Valley,0,2,0,0,0,0,0,0,0,0,0,0,0,0.002181,0,0,0,0,0,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:24:33,3.18844,2.8662,4.2,-1516.323608,4.534667492,-24.58330154,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0.008816,0,0,0,0,0.001534,0,0,0,0,0,1,0,0,0,0.001534,0,0,0,0,0,0,0,0.008816,0,0,0,0
20250511,8:24:41,3.18892,2.8842,4.4,-1516.377319,4.70740509,-24.59236526,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0.009214,0,0,0,0,0.001681,0,0,0,0,0,1,0,0,0,0.001681,0,0,0,0,0,0,0,0.009214,0,0,0,0
20250511,8:24:49,3.18795,2.8615,4.7,-1516.377319,4.70740509,-24.59236526,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:24:57,3.18764,2.8653,4.9,-1516.39563,4.588841915,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:25:05,3.18772,2.8645,5.1,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:25:13,3.18846,2.8734,5.3,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0.008803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.008803,0,0,0,0
20250511,8:25:21,3.18716,2.8474,5.6,-1516.468872,4.552605629,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0.008659,0,0,0,0,0.009148,0,0,0,0,0,0.008659,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.009148,0,0,0,0
20250511,8:25:29,3.18632,2.841,5.8,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:25:37,3.18738,2.8514,5.9,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:25:45,3.18611,2.8436,6.1,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:25:53,3.1863,2.843,6.2,-1516.522461,4.633644581,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:01,3.18687,2.8478,6.4,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:09,3.18659,2.8454,6.5,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:17,3.18705,2.8468,6.5,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:25,3.18973,2.8835,6.5,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:33,3.18847,2.8659,6.5,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:26:41,3.18887,2.8745,6.4,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001761,0,0,0,0,0.003522,0,0,0,0,0,0,0,0,0,0,2,0,0
20250511,8:26:49,3.18894,2.8839,6.4,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001469,0,0,0,0,0.014689,0,0,0,0,0,0,0,0,0,0,10,0,0
20250511,8:26:57,3.18695,2.8399,6.4,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.002183,0.002292,0,0,0,0.135348,0,0,0,0,0,0,0,0,0,0.002292,62,0,0
20250511,8:27:05,3.1868,2.8488,6.4,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:13,3.18681,2.8496,6.4,-1516.594116,4.620978355,-24.61951065,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:21,3.18688,2.8433,6.3,-1516.594116,4.620978355,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:29,3.18657,2.8469,6.3,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:37,3.18648,2.8464,6.3,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:45,3.18644,2.8442,6.3,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:27:53,3.18637,2.8423,6.3,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:01,3.18638,2.8471,6.3,-1516.578003,4.723229885,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:09,3.18611,2.839,6.3,-1516.522461,4.633644581,-24.61370468,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:17,3.18622,2.8407,6.2,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:25,3.18659,2.8437,6.1,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:33,3.18672,2.8485,5.9,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:41,3.186,2.8397,5.8,-1516.522461,4.633644581,-24.61048698,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250511,8:28:49,3.18645,2.8461,5.7,-1516.50647,4.750001431,-24.60460663,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010432,0,0,0,0,0.010432,0,0,0,0,0,0,0,0,0,0,1,0,0
20250511,8:28:57,3.18644,2.8444,5.6,-1516.50647,4.750001431,-24.60460663,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002559,0,0,0,0.001499,0,0,0,0,0.119887,0.002559,0,0,0,0,0,0,0,0,0,80,0,0
20250511,8:29:05,3.18606,2.8418,5.5,-1516.450562,4.689861774,-24.60460663,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001339,0,0,0,0,0.116481,0,0,0,0,0,0,0,0,0,0,87,0,0
20250511,8:29:13,3.18617,2.843,5.4,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001007,0,0,0,0.001267,0,0,0,0,0.140629,0.001007,0,0,0,0,0,0,0,0,0,111,0,0
20250511,8:29:21,3.18638,2.8428,5.3,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001428,0,0,0,0,0.131375,0,0,0,0,0,0,0,0,0,0,92,0,0
20250511,8:29:29,3.18613,2.839,5.2,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001321,0,0,0,0,0.103066,0,0,0,0,0,0,0,0,0,0,78,0,0
20250511,8:29:37,3.18648,2.8428,5.1,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001166,0,0,0,0,0.09446,0,0,0,0,0,0,0,0,0,0,81,0,0
20250511,8:29:45,3.18717,2.8549,5.1,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001065,0,0,0,0,0.091578,0,0,0,0,0,0,0,0,0,0,86,0,0
20250511,8:29:53,3.18684,2.8522,5,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001015,0,0,0,0.001087,0,0,0,0,0.080436,0.001015,0,0,0,0,0,0,0,0,0,74,0,0
20250511,8:30:01,3.18787,2.8445,4.9,-1516.450562,4.689861774,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000912,0,0,0,0.001171,0,0,0,0,0.089021,0.000912,0,0,0,0,0,0,0,0,0,76,0,0
20250511,8:30:09,3.18774,2.8777,4.9,-1516.39563,4.588841915,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001155,0.004991,0,0,0,0.163941,0,0,0,0,0,0,0,0,0,0.004991,142,0,0
20250511,8:30:17,3.18785,2.8545,4.8,-1516.39563,4.588841915,-24.6014328,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003082,0,0,0,0.001279,0,0,0,0,0.17524,0.003082,0,0,0,0,0,0,0,0,0,137,0,0
20250511,8:30:25,3.18736,2.8543,4.8,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0.070063,0,0,0,0,0,0,0,0,0,0,68,0,0
20250511,8:30:33,3.18746,2.8679,4.7,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0.082067,0,0,0,0,0,0,0,0,0,0,76,0,0
20250511,8:30:41,3.18677,2.8478,4.7,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0,0.001215,0,0,0,0,0.196779,0.00147,0,0,0,0,0,0,0,0,0,162,0,0
20250511,8:30:49,3.18658,2.8423,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123,0,0,0,0,0.191946,0,0,0,0,0,0,0,0,0,0,156,0,0
20250511,8:30:57,3.18739,2.8554,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001229,0,0,0,0,0.191668,0,0,0,0,0,0,0,0,0,0,156,0,0
20250511,8:31:05,3.18734,2.8525,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001039,0,0,0,0.001155,0,0,0,0,0.181367,0.001039,0,0,0,0,0,0,0,0,0,157,0,0
20250511,8:31:13,3.18721,2.8549,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,0,0.000256,0,0,0.002476,0,0,0,0.001285,0,0,0,0,0.165729,0.002476,0,0,0,0.000256,0,0,0,0,0,129,1,0
20250511,8:31:21,3.18691,2.8529,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,1,0,0,0,0,0,0,0,2,0,0,0,0.003293,0,0,0,0.00123,0,0,0,0,0.15,0.003293,0,0,0,0,0,0.003659,0,0,0,122,0,0.00183
20250511,8:31:29,3.18686,2.8437,4.6,-1516.39563,4.588841915,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218,0,0,0,0,0.126666,0,0,0,0,0,0,0,0,0,0,104,0,0
20250511,8:31:37,3.1865,2.8446,4.6,-1516.417358,4.477620602,-24.59832001,0,0,0,0,0,0,0,Ice Valley,0,0,0.002858,0,0,0,0.002858,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,1,0.128806,0,0,0,0,0,0,0,0,0,0,105,0,0
20250511,8:31:45,3.18627,2.8413,4.6,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001159,0,0,0,0,0.141407,0,0,0,0,0,0,0,0,0,0,122,0,0
20250511,8:31:53,3.18604,2.8396,4.6,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00115,0.002751,0,0,0,0.127611,0,0,0,0,0,0,0,0,0,0.002751,111,0,0
20250511,8:32:01,3.18633,2.8417,4.6,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001201,0.002827,0,0,0,0.127301,0,0,0,0,0,0,0,0,0,0.002827,106,0,0
20250511,8:32:09,3.18658,2.8497,4.6,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001281,0,0,0,0,0.128139,0,0,0,0,0,0,0,0,0,0,100,0,0
20250511,8:32:17,3.18621,2.8435,4.6,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,1,0.00194,0,0,0,0.00194,0,0,0,0,0,0,0.003258,0,0,0,0.001306,0,0,0,1,0.090115,0.003258,0,0,0,0,0,0,0,0,0,69,0,0
20250511,8:32:25,3.18619,2.8437,4.7,-1516.417358,4.477620602,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0.001949,0,0,0,0.001949,0,0,0,0,0,0,0,0,0,0,0.001281,0,0,0,1,0.096042,0,0,0,0,0,0,0,0,0,0,75,0,0
20250511,8:32:33,3.18596,2.8389,4.7,-1516.439697,4.365747929,-24.6042099,0,0,0,0,0,0,0,Ice Valley,0,0,0.001902,0,0,0,0.001902,0,0,0,0,0,0,0,0,0,0,0.001176,0,0,0,1,0.078824,0,0,0,0,0,0,0,0,0,0,67,0,0
20250511,8:32:41,3.18615,2.8413,4.7,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0.001934,0,0,0,0.001934,0,0,0,0,0,0,0,0,0,0,0.00128,0,0,0,1,0.101111,0,0,0,0,0,0,0,0,0,0,79,0,0
20250511,8:32:49,3.18592,2.8417,4.8,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001178,0,0,0,0,0.090738,0,0,0,0,0,0,0,0,0,0,77,0,0
20250511,8:32:57,3.18604,2.8417,4.8,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001508,0,0,0,0,0.078422,0,0,0,0,0,0,0,0,0,0,52,0,0
20250511,8:33:05,3.18612,2.8415,4.9,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0.002034,0,0,0,0.002034,0,0,0,0,0,0,0,0,0,0,0.001394,0,0,0,1,0.073859,0,0,0,0,0,0,0,0,0,0,53,0,0
20250511,8:33:13,3.18602,2.8407,4.9,-1516.439697,4.365747929,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,0,0.001906,0,0,0,0.001906,0,0,0,0,0,0,0,0,0,0,0.001287,0,0,0,1,0.099126,0,0,0,0,0,0,0,0,0,0,77,0,0
20250511,8:33:21,3.18609,2.8431,5,-1516.439697,4.365747929,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,1,0.001938,0,0,0,0.001938,0,0,0,0.000971,0,1,0.001125,0,0,0,0.001272,0.001112,0,0,1,0.096662,0.001125,0,0,0,0.000971,0,0,0,0,0.001112,76,1,0
20250511,8:33:29,3.18607,2.8394,5.1,-1516.489136,4.43510294,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,0,0.001904,0,0,0,0.001904,0,0,0,0,0,0,0,0,0,0,0.001309,0,0,0,1,0.100795,0,0,0,0,0,0,0,0,0,0,77,0,0
20250511,8:33:37,3.18613,2.8415,5.1,-1516.489136,4.43510294,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,0,0.001866,0,0,0,0.001866,0,0,0,0,0,0,0,0,0,0,0.001342,0,0,0,1,0.07783,0,0,0,0,0,0,0,0,0,0,58,0,0
20250511,8:33:45,3.18622,2.8419,5.1,-1516.489136,4.43510294,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,0,0.001957,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0.001406,0,0,0,1,0.07873,0,0,0,0,0,0,0,0,0,0,56,0,0
20250511,8:33:53,3.18607,2.8402,4.9,-1516.439697,4.365747929,-24.61314011,0,0,0,0,0,0,0,Ice Valley,0,1,0.001845,0,0,0,0.001845,0,0,0,0,0,1,0.000979,0,0,0,0.001335,0.002495,0,0,1,0.072081,0.000979,0,0,0,0,0,0,0,0,0.002495,54,0,0
20250511,8:34:01,3.18605,2.8409,4.7,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0.001957,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0.001366,0,0,0,1,0.07374,0,0,0,0,0,0,0,0,0,0,54,0,0
20250511,8:34:09,3.18605,2.841,4.5,-1516.439697,4.365747929,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,1,0.001889,0,0,0,0.001889,0,0,0,0,0,0,0.002993,0,0,0,0.001587,0,0,0,1,0.088847,0.002993,0,0,0,0,0,0,0,0,0,56,0,0
20250511,8:34:17,3.18625,2.8457,4.2,-1516.391724,4.255300522,-24.61003113,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001499,0,0,0,0,0.073429,0,0,0,0,0,0,0,0,0,0,49,0,0
20250511,8:34:25,3.18606,2.8384,3.9,-1516.391724,4.255300522,-24.50055504,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001895,0,0,0,0,0.083381,0,0,0,0,0,0,0,0,0,0,44,0,0
20250511,8:34:33,3.18605,2.8396,3.6,-1516.3479,4.084302902,-24.50055504,0,0,0,0,0,0,0,Ice Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739,0,0,0,0,0.088712,0,0,0,0,0,0,0,0,0,0,51,0,0
